,label,data
48,1,실제 법 전체가 다 적용된다고 볼 수가 있어요
49,1,하는 사람들이 있어요
0,1,  하는 행위가 있어요
1,1,유효로 인정을 해 주는 경우가 있어요
2,1,에 그 바로 밑에 미성년자와 관한 질문을 하고 있어요
3,1,그러한 규정이 돼 있어요
4,1,징수 규정이 있어요
5,1,그것은 문제가 될 수 있어요
6,1,에 이용하라고 할 수가 있어요
7,1,종류 출판 계약이 나와 있어요
8,1,사실에 비해서 발생하게 돼 있어요
9,1,방식주의를 취하고 있어요
10,1,에 입법제가 두 가지가 있어요
11,1,네 장을 계약하는 경우가 있어요
12,1,이런 경우가 있어요
13,1,거래 관례가 있어요
14,1,이차적 저작물이라고 할 수 있어요
15,1,권리라고 볼 수가 있어요
16,1,논의를 하고 있어요
17,1,우리 나라 기사가 제일 적어요
18,1,어떤 기자가  그래서 그때도 그런 얘기를 했어요
19,1,특강을 했어요
20,1,캠페인을 했다거나 이슈를 발견해 가지고 이슈를 내가 막 했어요
21,1,그러니까 저는 처음으로 그렇게 생각을 했어요
22,1,우리 대학원에 모셔다가 특강을 했어요
23,1,극장에서 캠코더로 복제를 했어요
24,1,캠코더로 복제를 했어요
25,1,특수 자료를 구축을 했어요
26,1,출판권 설정 계약을 했어요
0,1,막 엄청 잘난 척하고 가잖아요
1,1,선생님들 일선 교사의 선생님들이 저런 거 잘못됐다 하고 얘기를 해 줄 수 있는 그런 어렸을 때의 교육이 필요한 거 같아요
2,1,너 죽여 버릴 거야 이런 얘기를 걸렀잖아요
3,1,근데 그 공주병이잖아요
4,1,아 투피스를 동강이옷 같은 걸로 그러잖아요
5,1,그 북한에서는 원피스 같은 걸 뭐 동강이옷 그렇게 바꾸고 그러잖아요
6,1,어차피 내보내는 건 다 똑같이 내보내잖아요
7,1,어 생산성이 엄청 높아요
8,1,생산성은 참 높아요
9,1,그 왜 일본 솥단지를 이렇게 걸어 놓잖아요
10,1,다양하잖아요
11,1,어렸을 때 한번 그런 과정을 거쳐 거쳤는데 인제 나중에 자라면서 다시 한번 변화되면서 이렇게 제대로 된 말 정화된 말들을 쓰게 됐잖아요
12,1,그거는 선택할 수 없는 사람이 많아요
13,1,마약 문제 총기류 문제 학교에 가지 않고 무조건 인제 결석을 하면서 학교 가는 걸 거부하는 학생들도 많잖아요
14,1,재미있는 점도 너무 많잖아요
15,1,육십 살 넘어도 그런 얘기 듣 듣구 그런 거 모방할 수 있는 거구 모방 사례는 얼마든지 많잖아요
16,1,그래 가지고 지금 이렇게 퍼 퍼진 말이 많잖아요
17,1,맞아요
18,1,그런데 지금 청소년 문제로 가장 심각한 나라로 인제 대두되는 나라가 미국이잖아요
19,1,어 저게 맞는 표기법이라고 그런 애들은 방송 잘 믿잖아요
20,1,영향을 참 많이 받아요
21,1,그리고 또 생각을 하면서 보니까 사실 티브이는 그런 생각을 안 하고 보잖아요
22,1,그런 코메디 프러그램 같은 경우에는 어린애들이 진짜 많이 보잖아요
23,1,어 그런 거 유행어 같은 경우는 우리두 테레비 보면서 배워 가지구 대화할 때 사용하잖아요
24,1,좀 그게 방송하는 사람 입장에서는 사실 어떻게 보면 우리가 소비자잖아요
25,1,좀 사람들에 대한 굉장히 가학적인 표현을 많이 쓰잖아요
26,1,그리구 우리가 어렸을 때 아주 좋은 방송만을 보고서 자란 게 아니잖아요
27,1,언니 스토리가 아니잖아요
28,1,또 왜 이 사람들은 원래 잘못된 말을 쓰려니 하지만 이 사람은 아니잖아요
29,1,그렇지 않아요
30,1,어 사랑 같은 거 느끼게 해 주는데 사실 그런 거기서는 상말이 안 나오지 않아요
31,1,그리고 그거 사회적으로도 그렇지 않아요
32,1,예 알아요
33,1,방송이 나오는 그런 말들을 전부 나쁘게만 생각하는데 솔직히 그러고 볼 때 이렇게 심오하게 보는 사람은 별로 없잖아요
34,1,야 너 조용히 해 뭐 이러잖아요
35,1,설명하는 거 있었잖아요
36,1,근데 미국 같은 경우는 옛날 뭐 영화 같은 데 그런 데 보면은 어린이들 그 시청 프로가 되게 많이 그 제한이 되어 있잖아요
37,1,근데 어린이들이 방송을 보면서 이제 물론 따라하면서 유행어나 비속어 이렇게 따라할 수 있잖아요
38,1,또 제가 알기로는 이렇게 몸으로 하는 코메디가 있잖아요
39,1,거기서 나오는 사투리를 반복해서 사용함으로서 해서 그 뭐죠 재미를 유발시키는 왜 있잖아요
40,1,아니 지금은 생각이 잘 안 나는데 옛날에 야구 경기에 서 있는 그 뭐 저기 스트라이크 뭐 투 아니 캐스터 캐쳐 뭐 그런 말들을 지금 우리는 뭐 투수 이런 한자말로 쓰고 있잖아요
41,1,말로 웃길려면 물론 뭐 재치 같은 것도 있어야 하지만 이렇게 전혀 의외의 말 같은 거 해 갖고 웃겨야 되는 웃길 수도 있잖아요
42,1,그 있음하고 없음 그 표기하는 거 있잖아요
43,1,소리는 안 들리지만 자막을 보고 알 수 있잖아요
44,1,효과적인 근데 그런 거 있잖아요
45,1,그냥 보여 드린 거에서도 어떻게 보면 만약 아주 험악한 욕 있잖아요
46,1,근데 그런 과장된 표현이나 그 어떤 서로 아무래도 재미있는 얘길 할 때는 음담패설이나 아니면 말을 막 해야 더 재미있잖아요
47,1,그런데 만약에 우리 나라에서처럼 에이 애가 뭘 안다고 그렇게 손님들이 감싸 주잖아요
48,1,그냥 이렇게 객관적으로 말하는 근까 유행어 뭐 은어 그런 것들이 다 튀어나왔잖아요
49,1,출석을 부르 출석이라는 행위를 하잖아요
0,1,뭐 그런 거 약점 잡아서 막 뭐라고 안 하잖아요
1,1,온갖 군데 사람 다 나와 가지고 앉아 가지고 진행을 하잖아요
2,1,그 인터뷰를 하잖아요
0,1,놀아요
1,1,제일 높아요
2,1,비율도 높아요
3,1,아 너무 높아요
4,1,높아요
5,1,거기 뭐 원화 가치가 우리 나라보다 많이 높아요
6,1,높잖아요
7,1,형보다 좀 높잖아요
8,1,이렇게 해 놓으셨잖아요
9,1,어 이렇게 띠워 놓잖아요
10,1,근데 기존에 제가 이렇게 해 놨잖아요
11,1,띵동띵동 눌르잖아요
12,1,티티엘은 또 메인하고 다르잖아요
13,1,분산이 다르잖아요
14,1,테이블 닦는 게 다잖아요
15,1,그게 원래 그 슈퍼에서 파는 꿀 아니구 토종꿀은 너무 달잖아요
16,1,해두 막 소름이 쫙 돋아요
17,1,교육 공무원 안 돌아요
18,1,접영은 돌핀킥이잖아요
19,1,돌핀킥이잖아요
20,1,거의 지지율이 구십팔 프로가 나와 가지구 그거 딱 됐잖아요
21,1,그렇게 됐잖아요
22,1,그거밖에 안 됐잖아요
23,1,지금 시각이면 식사하실 때 됐잖아요
24,1,학교를 나오긴 나와야 되잖아요
25,1,그 탈영 날수가 며칠 지나면 또 이년 이 개월 또 해야 되잖아요
26,1,좀 사젯말 써야 되잖아요
27,1,내용이 되잖아요
28,1,우산 써야 되잖아요
29,1,만으로 안 되잖아요
30,1,근데 랜 선은 설치가 안 되잖아요
31,1,이용은 하게 되잖아요
32,1,그걸 확대하면 되잖아요
33,1,이 정도에 위치하게 되잖아요
34,1,다른 페이지로 가게 되잖아요
35,1,원래는 이렇게 보여야 되잖아요
36,1,왜냐하면 사용자가 클릭을 해야지만이 뜨게 되잖아요
37,1,설치해야 되는 팝업 창이 전혀 안 보이게 되잖아요
38,1,있게 되잖아요
39,1,인제 성숙하지 못한 인간이 되잖 되잖아요
40,1,기생의 딸이 기생이 되잖아요
41,1,네 시 인제 다섯 시부터 인제 접어야 되잖아요
42,1,옛날에 따 논 거 내면 되잖아요
43,1,굳이 막 학원까지 다니고 해야 되잖아요
44,1,근데 하나만 따도 되잖아요
45,1,계절 학기 두 개 들어야 되잖아요
46,1,그래서 제 생각에는 어쩔 수 없이 갔다와야 되잖아요
47,1,개학하면 학교를 가야 되니까 내려가야 되잖아요
48,1,이제 학원이나 학교 다닐 때 시내로 나가야 되잖아요
49,1,지금 중식 안 되잖아요
0,1,함부로 갖다 쓰지 마십시오
1,1,말씀하십시오
2,1,자유스럽게 말씀해 주십시오
0,1,에 에 일 일이 생겨 가지구 그 언니 빠졌잖아요
1,1,오른쪽으로 돌아갈 때 주유소로 빠지잖아요
2,1,같이 술 한 잔 빨아요
3,1,몇 배로 많이 뺏기잖아요
4,1,세 명을 뽑아요
6,1,다 뽑아요
7,1,그 티오마다 뽑아요
8,1,딱 하나만 마취하고 뽑았잖아요
9,1,시험 기간 때 원래 애들이 시험 기간 때 책가방만 놔 두고 많이 사라지잖아요
10,1,솔직히 나한테는 필요 없는데도 사잖아요
11,1,디지털 카메라를 다 사잖아요
12,1,되게 잘 살아요
13,1,지금은 같이 살아요
14,1,오빠 혼자 살아요
15,1,또 하루를 살아요
16,1,같이 살아요
17,1,얹혀 살아요
18,1,예 무슨 빛 마을 많은 데 살아요
19,1,지금 올 친구가 일산 살아요
20,1,그니까 이게 근육이 아니라 살이잖아요
21,1,스물 여덟 오빠 스물 여덟 살이잖아요
22,1,의사 반영해야 되는 건  생각이잖아요
23,1,그까 기독 근까 교회 건물이 이렇게 생겼잖아요
24,1,막내 때 원래 그런 버릇 생기잖아요
25,1,제 생일이었잖아요
26,1,신뢰가 안 서잖아요
27,1,그게 인제 김치 속이잖아요
28,1,피하는 게 훨씬 수월하잖아요
29,1,이대 다음에 숙대잖아요
30,1,그것도 이년 갔다오는 거 긴 시간이잖아요
31,1,열 시부터잖아요
32,1,강의 시작했잖아요
33,1,일곱 시잖아요
34,1,선교사를 선교사를 먼저 투입을 시키잖아요
35,1,댄스 음악 같은 것도 들으면 신나잖아요
36,1,공공칠 공공칠 특히 심했잖아요
37,1,현미 같은 경우엔 가공이 덜 된 쌀이잖아요
38,1,그까 아침에 화장지 막 이만큼씩 쌓이잖아요
39,1,지금 이 과제가 쎄미나잖아요
40,1,쎄잖아요
41,1,너무 쎄잖아요
42,1,쎄잖아요
43,1,근데 국문학과는 쎄잖아요
45,1,그래 탁 쓰러졌잖아요
46,1,아 나 쓰러졌잖아요
47,1,플래시들은 다 쓰시잖아요
48,1,그래서 그럼 쓰잖아요
49,1,근데 이 찢어진다고 해도 다리가 딱 이렇게 올라가는 거 아니잖아요
0,1,신교는 중계자가 없이 모든 개인이 신과 직접적인 관계를 가질 수 있잖아요
1,1,백육십일 페이지에 있잖아요
2,1,세계화될 수 있었다는 이야기를 하고 있잖아요
3,1,뭐지 싸이드필 있잖아요
4,1,그 파일 타입 있잖아요
5,1,컨텐츠가 기존 게 보이고 안 보이고 이렇게 될 수 있잖아요
6,1,일단 스크립트에 의해 가지고 인터넷 익스플로어 그 팝업 창이 있잖아요
7,1,어떤 알림을 알림같은  팝업 창 있잖아요
8,1,이렇게 물어 볼 수 있잖아요
9,1,항상 거부할 수도 있잖아요
10,1,뭐 이게 굉장히 중요한 그 알림일 수도 있잖아요
11,1,다 써 버리고 있잖아요
12,1,화석 연료를 엄청나게 때고 있잖아요
13,1,괴롭힐 수 있잖아요
14,1,이렇게 마지막에 넌 예문 있잖아요
15,1,그리구 거기 쭉 이렇게 나온 거 항목들 있잖아요
16,1,음 성욕이 강하게 올 때 그것을 충족시킬 수 없을 시기가 있잖아요
17,1,그런 주제를 담을 수도 있잖아요
18,1,그 그런 문제 있잖아요
19,1,장안동 그 중고차 매매 시장 있잖아요
20,1,완전히 막 그 면도한 민대머리 있잖아요
21,1,아반떼 에쿠스 막 그런 거 있잖아요
22,1,막 내려와 가지고 기다리고 있잖아요
23,1,처음에 내리는 애들부터 막 깍두기 애들 있잖아요
24,1,젤 높은 거 있잖아요
25,1,그래서 뭐 가산점 그 복수전공 가산점 있잖아요
26,1,김승현 있잖아요
27,1,고소영 있잖아요
28,1,소녀 팬들은 유승준 잊지 못하고 있잖아요
29,1,위에서는 이렇게 밑으로 할 할 수 있잖아요
30,1,그런 사람들 있잖아요
31,1,권력 그런 거 있잖아요
32,1,그 확 잡을 수 있잖아요
33,1,그 엠에스엔 등록시켜 놓고 서울에서도 채팅할 수 있잖아요
34,1,현재 로그인한 사람 누군지 알 수 있잖아요
35,1, 있잖아요
36,1,뇌 뇌혈관 있잖아요
37,1,신영이 형네 집에 있잖아요
38,1,그 삼국지 있잖아요
39,1,걸리는 게 있잖아요
40,1,뭐 이런 식으로 다 대입할 수 있잖아요
41,1,반대의 단점 장 찬성의 장점 뭐 이런 거 있잖아요
42,1,한 줄 한 줄 한 줄 이렇게 있잖아요
43,1,그 시대에 그 그런 영화 있잖아요
44,1,언니 그 요구르트 같은 거 있잖아요
45,1,왜 그런 거 있잖아요
46,1,복숭아 알레르기 있잖아요
47,1,지금두 그런데 목이 텁텁한 거 있잖아요
48,1,서울에서도 있잖아요
49,1,나 그거 생각났어 그거 행진하는데 있잖아요
0,1,회사별 차이잖아요
1,1,놓아 차잖아요
2,1,근데 원래 맨 처음 수영장 가면 다리 먼저 차잖아요
3,1,그런 걸 우리 나라 많이 차지하잖아요
4,1,근데 그걸 어디서 찾아요
5,1,저는 주택 안 살아 안 살아 봐서 주택집을 잘 못 찾아요
6,1,되게 윤리적인 척했잖아요
7,1,제가 첫딸이잖아요
8,1,그러면서 바로 체했잖아요
9,1,딱 시간에 안 쳐지잖아요
10,1,미국의 축소판이잖아요
11,1,침략했잖아요
12,1,나이 들수록 커지잖아요
13,1,그래서 탔잖아요
14,1,튕기잖아요
15,1,그 아예 틀리잖아요
16,1,근데 그것두 뭐 직업으로 하는 거랑 틀리잖아요
17,1,아 박카스랑은 전혀 틀리잖아요
18,1,접영은 킥이 틀리잖아요
19,1,요새 팔아요
20,1,거기 코엑스몰에 맛있는 거 많이 팔아요
21,1,어 이제 매점에서 팔아요
22,1,편하잖아요
23,1,그럼 되게 편하잖아요
24,1,몰라 옛날엔 진짜 막 그 죽음 죽음은 아니더래도 진짜 고생하면서 그런지 몰라도 솔직히 지금은 많이 편해졌잖아요
25,1,그때 다시 폈잖아요
26,1,저번에 폐강됐었잖아요
27,1,피곤하잖아요
28,1,하잖아요
29,1,낼 출근 안 하잖아요
30,1,박신양도 뭐 그거 하잖아요
31,1,그러면 짝다리 짚고 있다가 걸을려고 하잖아요
32,1, 팀 발표를 하잖아요
33,1,지역을 중심으로 인제 산업이 발달을 하잖아요
34,1,그 이야기를 하잖아요
35,1,종교적 신앙과 활동이 시간과 공간으로 분리된다고 하잖아요
36,1,마무리 치료를 하잖아요
37,1,남자보다는 여자를 먼저 질타를 하잖아요
38,1,입구 쪽으로 못 빼게 하잖아요
39,1,다들 사학년 겨울 방학부터 하잖아요
40,1,경험을 못 하잖아요
41,1,하잖아요
42,1,나는 그 강의할 때는 서서 내가 강의를 하잖아요
43,1,생각은 안 하잖아요
44,1,솔직히 그 회사에서 막 공적인 얘기 별로 안 하잖아요
45,1,내가 지금 초등 학교 거 하잖아요
46,1,부서장이 많이 좌우를 하잖아요
47,1,이제 절대 말 못 하잖아요
48,1,한 명만 그니까는 대화를 하잖아요
49,1,나이 들으면 저런 거 안 하잖아요
0,1,차라리 다른 데를 가겠어요
1,1,눈물이 앞을 가렸어요
2,1,친구 분 데릴러 가셨어요
3,1,엄마가 아빠 지갑을 가져갔어요
4,1,안 가져왔어요
5,1,뭐 일상 생활에 녹음하는 그런 취미를 가졌어요
6,1,아니 감명깊었어요
7,1,안 갔다오셨어요
8,1,저 친구들이랑 여행 갔다왔어요
9,1,아 두 대로 갔어요
10,1,이차 때 안 갔어요
11,1,형 어디로 갔어요
12,1,저는 안 갔어요
13,1,저 저는 안 갔어요
14,1,낙근 씨 어디 갔어요
15,1,파우베 어 얼굴 쪽으로 갔어요
16,1,스피드가 좋은 부펠에게 공이 갔어요
17,1,경찰들이 막 그냥 훑어보고 갔어요
18,1,집에 갔어요
19,1,어제 축구장 갔어요
20,1,진짜 갔어요
21,1,휴일마다 애들이랑 놀러 갔어요
22,1,교회를 갔어요
23,1,지갑은 또 두고 갔어요
24,1,패키지로 갔어요
25,1,열심히 갔어요
26,1,거기 갈려 그러다 못 갔어요
27,1,기분이 우울하다고 갔어요
28,1,내 친구가 자기가 첫월급 탔다구 데리구 갔어요
29,1,의도적으루 계속 피씨방을 안 갔었어요
30,1,그러면 어디어디 갔었어요
31,1,뭐 현 현주 언니 여행 갔었어요
32,1, 결혼하는 데 갔었어요
33,1,너무 강했어요
34,1,말 타기 놀이를 두 선수가 하는 것 같았어요
35,1,엄마 같았어요
36,1,그때 처음 뵌 거였어요
37,1,그래서 생각을 한 거였어요
38,1,낙근이 형 그런 거였어요
39,1,짤르신 거였어요
40,1,옛날에 휴스턴 엠비에이팀 휴스턴 로케츠가 딱 저런 거였어요
41,1,어 무슨 컨설팅 말씀하신 거였어요
42,1,더 이상하게 또 오학년 때 담임에 걸렸어요
43,1,스물 두 살에 결혼하셨어요
44,1,이때까지 우리가 얘기하는데 왜 가만히 계셨어요
45,1, 계약했어요
46,1,고르셨어요
47,1,고르셨어요
48,1,어릴 때 저는 고문이였어요
49,1,저도 그런 것 때문에 조금 고민했어요
0,1,날라갔어요
1,1,근데 걔는 날라갔어요
2,1,어 하나 남겼어요
3,1,개강이 얼마 안 남았어요
4,1,어 이제 개강이 얼마 안 남았어요
5,1,근데 아직도 흥미진진한 게 남았어요
6,1,십분 남았어요
7,1,이제 몇 번 안 남았어요
8,1, 오십 분 남았어요
9,1,다 작품 많이 남았어요
10,1,오 번 칠 번 남았어요
12,1,쥐가 났어요
13,1,바로는 또 그게 다 생각이 안 났어요
14,1,아니 오빠 이런 건 어디서 났어요
15,1,어 그렇게 해 가지구 하니까 금방 났어요
16,1,언니도 친구들 다 데리고 내려왔어요
17,1,밑으로 내려왔어요
18,1,제가 잊어버린 게 아니라 친구가 놓고 내렸어요
19,1,요번에 내셨어요
20,1,근까 어머니를 해 가지구 내쳤어요
21,1,아 내쳤어요
22,1,내쳤어요
23,1,빵은 가루를 다 냈어요
24,1,아 거의 그 복부로 막아 냈어요
25,1,자 공 잘 살려 냈어요
26,1,잡아 냈어요
27,1,아 위기 상황을 넘겼어요
28,1,선수끼리 지금 엉켜서 넘어졌어요
29,1,어 넘어졌어요
30,1,걸려 넘어졌어요
31,1,파우베 선수 왼발 슛을 이영표 선수가 맞고 거의 그 뒤로 넘어졌어요
32,1,넘어졌어요
33,1,팔십 점 못 넘었어요
34,1,우리 넜어요
35,1,그래두 널 거는 다 넜어요
36,1,쎌 것 같애서 못 넣겠어요
37,1,여기 다 녹음됐어요
38,1,녹음했어요
39,1,그래서 되게 깜짝 놀랬어요
40,1,나 되게 놀랬어요
41,1,산에 가서 배드민턴 치구 막 그러구 놀았어요
42,1,놀았어요
43,1,아 발이 높았어요
44,1,중앙에 완전히 지금 데종을 놓쳤어요
45,1,아 놓쳤어요
46,1,이렇게 해 놨어요
47,1,비 공오에 지금 다시 프로젝터 갖다 놨어요
48,1,전 물음표 해 놨어요
49,1,다 해 놨어요
0,1,수비수들이 좀 어 떨어뜨려 놨어요
1,1,입자를 하나 넣어 놨어요
2,1,링크시켜 놨어요
3,1,기계 번역 싸이트 찾아서 링크시켜 놨어요
4,1,표 끊었 네 예매해 놨어요
5,1,계속 계속 배 깔고 누웠어요
6,1,그냥 원빈이 귀엽다는 것밖에 못 느꼈어요
7,1,그런 걸 느꼈어요
8,1,우리 그때 느꼈어요
9,1,저는 되게 소외감을 좀 많이 느꼈어요
10,1,꼭 공격수가 그 다이빙 헤딩 슛을 하는 그런 느낌이었어요
11,1,늦었어요
12,1,늦었어요
13,1,늦었어요
15,1,아 조금 늦었어요
16,1,좀 늦었어요
17,1,그래서 좀 더 늦었어요
18,1,어 우리 언니가 막 애들을 패고 다녔어요
19,1,삼월달에는 항상 감기를 달고 다녔어요
20,1,너무 무섭다구 막 교실을 막 도망 다녔어요
21,1,가면 차 타고만 다녔어요
22,1,얘기가 달라졌어요
23,1,최대한 많이 해 달랬어요
24,1,박지성이 반칙을 지금 당했어요
25,1,정말 누구보다도 많은 사람들이  그런 게 딱 느낌에 와 닿았어요
26,1,대중없어요
27,1,막 계속 쏴 댔어요
28,1,잘 돌아섰어요
29,1,그래 가지고 막 이런 소문이 돌았어요
30,1,잘 안 됐어요
31,1,해석이 됐어요
32,1,아 이렇게 됐어요
33,1,회사 거기 다닌 지 얼마나 됐어요
34,1,근데 그게 필요없게 됐어요
35,1,아니 됐어요
36,1,오래 됐어요
37,1,이십 분 안 됐어요
38,1,선생님 온 지도 삼십 분도 안 됐어요
39,1,삼십 분도 아직 안 됐어요
40,1,그 세정 언니가 얘기를 했는데 이 공유가 안 됐어요
41,1,아 그런 구체적인 것까지는 얘기 안 됐어요
42,1,됐어요
43,1,어필 됐어요
44,1,그거 아까 어필 됐어요
45,1,매우 많은 도움이 됐어요
46,1,이번 주부터 한 시간 늦추게 됐어요
47,1,다 됐어요
48,1,매끄럽게 뽈 처리가 안 됐어요
49,1,내가 하이에 손을 댈려고 갔는데 대기 직전에 아 됐어요
0,1,못 봤어요
1,1,추어탕 먹어 봤어요
2,1,저는 엄마밖에 못 봤어요
3,1,나 봤어요
4,1,봤어요
5,1,볼펜에다가 자기 학번하구 이름 써서 붙여 놓은 사람 봤어요
6,1,그때부터 그 책을 못 봤어요
7,1,사실 거기 몇 번 안 가 봤어요
8,1,우리들은 수영을 잘 할 수 우리들은 수영을 조금씩 해 봤어요
9,1,접영 해 봤어요
10,1,접영도 해 봤어요
11,1,몰라요 처음 들어 봤어요
12,1,거기서 나 못 봤어요
14,1,그래 가지구 한번 물어 봤어요
15,1,가면서 혹시 그런 생각 안 들어 봤어요
16,1,얼굴 못 봤어요
17,1,어 생각보다 괜찮다 이거 하나 사까 그러구 딱 뒤집어 봤어요
18,1,그러구 신어도 봤어요
19,1,그러구 가서 딱 봤어요
20,1,정말 돌아다녔는데 아 이 티 이쁘다 그러고 봤어요
21,1,글구 언니 말대루 정말 깎어 달라 그래서 깎아 주는 사람 별로 못 봤어요
22,1,언니 밀리오레 가 봤어요
23,1,그 티비 토론하는 거 봤었어요
24,1,국토지기 끝나고 현우 오빠 한 번 봤었어요
25,1,부어요
26,1,뭐 박철희 딱 불렀어요
27,1,아 오늘 주심 안 불어요
28,1,맞지 않는 옷 입는 거같이 너무 불편했어요
29,1,붙었어요
30,1,지금 이영표와 송종국이 붙었어요
31,1,잠결에 빠뜨렸어요
32,1,이건 공이 빠졌어요
33,1,아니에요 살이 빠졌어요
34,1,송종국 선수가 기 어 수비에서 공격으로 전환해 오는 스피드가 상당히 빨랐어요
35,1,다시 볼 빼냈어요
36,1,빼먹었어요
37,1,귀족이 뺏았어요
38,1, 그거 뺏어요
39,1,여자는 다 뺐어요
40,1,아 조금 짧을 뻔했어요
41,1,발과 어 머리가 좀 들칠 뻔했어요
42,1,발 맞고 안으로 들어갈 뻔했어요
43,1,수비 맞고 스몰라렉 맞고 골이 들어갈 뻔했어요
44,1,골로 들어갈 뻔했어요
45,1,들어가는 반대쪽으로 갔기에 망정이지 클날 뻔했어요
46,1,아 큰일날 뻔했어요
47,1,어제는 눈보라가 치구 폭풍이 불어서 우리 집 냉장고가 날라갈 뻔했어요
48,1,한 십 오분 있음 사그러들어요
49,1,살렸어요
0,1,그냥 아무 생각 없었어요
1,1,뭐 파라다임이라고 했거나 엉망 엉망였어요
2,1,아 연락됐어요
3,1,그래서 혹시 우리가 열쇠 없으면 저기서 빌려서 열어요
4,1,영어요
5,1,너무 오래됐어요
6,1,아유 오셨어요
7,1,일곱 시에 딱 오셨어요
8,1,육십 키로로 오셨어요
9,1,사월 오일이었어요
10,1,저희 가족이 다 오형이었어요
11,1,지금 한참 밀고 올라갔었어요
12,1,제 일 부심의 깃발이 올라왔어요
13,1,한 중삼 때까지 있는데 그때까지 언니가 부산에서 안 올라왔어요
14,1,동생만 올라왔어요
15,1,안 올라왔어요
16,1,과학이 일 점 올랐어요
17,1,사정이 좀 복잡해서 경영학과 하다가 사학과로 옮겼어요
18,1,아 저 봉사 활동 받아 왔어요
19,1,이건 제가 신청도 안 했는데 왔어요
20,1,형은 왜 왔어요
21,1,지금도 본란덴에게 기회가 왔어요
22,1,이제 박지성이 좀 왼쪽으로 왔어요
23,1,다 차들이 막 그랜저 에쿠스 벤츠 다 그런 거 끌고 왔어요
24,1,아니 걜 데리구 왔어요
25,1,옷 사구 놀다가 와 가지구 또 놀이터 가서 놀다가 아홉 시에 왔어요
26,1,그래서 돈암동도 못 가고 그냥 집에 왔어요
27,1,학원을 우선 왔어요
28,1,오빠 나 왔어요
29,1,어 열쇠 갖고 왔어요
30,1,진혜도 지금 방금 너구리 하나 잡아먹고 왔어요
31,1,언제 왔어요
33,1,그냥 앞에만 있다가 왔어요
34,1,아니 문자가 왔어요
35,1,대치동에서 여기까지 왔어요
36,1,진짜 많이 왔었어요
37,1,대신 경비 아저씨한테 잡히면 디따 욕먹어요
38,1,저한테 욕했어요
39,1,아니 찝차 운전했어요
40,1,졸업식날 엄청 많이 울었어요
41,1,그런 거 보면 진짜 많이 울었어요
42,1,그거 보고 진짜 어린 나이에 막 다 울었어요
43,1,몇 번 울었어요
44,1,그 예문이 너무 웃겼어요
45,1,아무튼 간에 조폭 진짜 웃겼어요
46,1,그 날 진짜 웃겼어요
47,1,진짜 웃겼어요
48,1,진짜 웃겼어요
49,1,뭐 내 거만큼 웃기겠어요
0,1,재밌어요
1,1,재밌어요
2,1,되게 재밌어요
4,1,내가 이제 말을 이상하게 해서 그렇지 재밌어요
5,1,아니 근데 재밌어요
7,1,맞부딪히면 얘기가 재밌어요
8,1,되게 재밌어요
10,1,재밌어요
11,1,맞어 공짜로 가면 재밌어요
12,1,진짜 재밌어요
13,1,그거 진짜 재밌어요
14,1,진짜 재밌어요
16,1,옛날에 학원에서 본 거 그거 재밌었어요
17,1,재밌었어요
18,1,사건의 전 적어요
19,1,안 정했어요
20,1, 정했어요
21,1,제목은 아직 안 정했어요
22,1,정했어요
23,1,송종국이 그 젖혀졌어요
24,1, 왜 이렇게 많은 걸 제공했어요
25,1,페예노르트가 어 경기 초반에 아주 터프한 수비로 일단 기선을 제압했어요
26,1,둘이 같은 조였어요
27,1,홈 관중들이 조용해졌어요
28,1,몇 개 안 되는 원소들이 존재했어요
29,1,다 못 잡고 졸업했어요
30,1,근데 이게 됐으면 정말 좋겠어요
31,1,정말 좋겠어요
32,1,더 얇았으면 좋겠어요
33,1,제목은 좀 상징적이었으면 좋겠어요
34,1,지켰으면 좋겠어요
35,1,그 좀 경계선을 좀 그어 줬으면 좋겠어요
36,1,그런 단계까지 갔으면 좋겠어요
37,1,철저하게 했으면 좋겠어요
38,1,아 저 쿼터제 없었으면 좋겠어요
39,1,저는 쿼터제로 갔으면 좋겠어요
40,1,좀 더 융통성 있게 했으면 좋겠어요
41,1,가벼워 보였으면 좋겠어요
42,1,애가 귤은 좋아하는데 귤 삶은 물을 누가 좋아하겠어요
43,1,아 판단 좋았어요
44,1,처음 중간 고사 받았는데 성적이 별로 안 좋았어요
45,1,그때 언니들이 좀 안 좋았어요
46,1,아 근데 우리는 칠조끼리 사이가 되게 좋았어요
47,1,메일만 주고받았어요
48,1,처음 모르는데 메일로만 몇 번 주고받았어요
49,1,주섰어요
0,1,아 얘기하는지 몰라서 얘기를 못 했어요
1,1,얘기 했어요
2,1,그때 제대로 안 했어요
3,1,지금 한 다섯 시간 반쯤 했어요
4,1,그때도 그것 때문에 일어난 건 아니었다고 말을 했어요
5,1,먹기 좋도록 가공을 많이 했어요
6,1,좀 이해가 안 가는 그런 헤딩 패스를 골키퍼한테 했어요
7,1,옥세루하고 경기를 했어요
8,1,이영표 선수하고 이제 대결을 했어요
9,1,못 했어요
10,1,첫걸음 게시판에 뭐 발표 못 했어요
11,1,뭐 책 조사 같은 거 전혀 안 했어요
12,1,그거만 했어요
13,1,결국 하나도 안 했어요
